ENSG	CDS	5utr	3utr	5utr|3utr	intron	intergenic	noncoding_exon	noncoding_intron
ENSG00000169957.8	40	6	16	0	13	0	0	0
ENSG00000137760.10	0	0	2	0	32	0	0	0
ENSG00000248787.1	0	0	0	0	0	0	0	2
ENSG00000168894.5	11	0	2	0	6	0	0	0
ENSG00000259318.1	0	0	0	0	0	0	3	0
ENSG00000135709.8	3	1	8	0	47	0	0	0
ENSG00000237296.5	0	0	0	0	0	0	25	47
ENSG00000244306.5	0	0	0	0	0	0	52	424
ENSG00000272679.1	0	0	0	0	0	0	23	372
ENSG00000260804.2	0	0	0	0	0	0	4	0
ENSG00000233991.2	0	0	0	0	0	0	0	2
ENSG00000106443.10	35	10	2	0	561	0	0	0
ENSG00000197372.5	2	0	1	0	33	0	0	0
ENSG00000265334.1	0	0	0	0	0	0	0	13
ENSG00000128191.9	28	6	13	0	148	0	0	0
ENSG00000181555.15	82	2	4	0	574	0	0	0
ENSG00000237788.1	0	0	0	0	0	0	10	0
ENSG00000242536.1	0	0	0	0	0	0	0	2
ENSG00000271774.1	0	0	0	0	0	0	7	402
ENSG00000214940.4	0	14	0	0	24	0	0	0
ENSG00000051382.4	5	7	2	0	453	0	0	0
ENSG00000253893.2	0	0	0	0	0	0	0	17
ENSG00000239216.1	0	0	0	0	0	0	0	1
ENSG00000137312.10	50	14	7	0	165	0	0	0
ENSG00000259512.3	0	0	0	0	0	0	1	0
ENSG00000115091.7	17	12	21	0	260	0	0	0
ENSG00000139579.8	1	5	2	0	4	0	0	0
ENSG00000105677.7	1	2	4	0	2	0	0	0
ENSG00000268975.1	0	0	0	0	0	0	9	58
ENSG00000155085.11	1	1	2	0	26	0	0	0
ENSG00000257860.1	0	0	0	0	1	0	0	0
ENSG00000237886.1	0	0	0	0	0	0	0	3
ENSG00000228983.4	0	0	0	0	0	0	1	8
ENSG00000172071.7	27	6	4	0	202	0	0	0
ENSG00000176148.11	10	3	3	0	87	0	0	0
ENSG00000238164.2	0	0	0	0	0	0	12	3
ENSG00000215529.8	0	0	0	0	15	0	0	0
ENSG00000198929.8	15	29	21	0	1072	0	8	89
ENSG00000129810.10	2	1	0	0	7	0	0	0
ENSG00000047346.8	10	30	0	0	258	0	0	0
ENSG00000131435.8	3	0	0	0	10	0	0	0
ENSG00000128185.5	0	0	0	0	14	0	0	0
ENSG00000268650.3	0	0	0	0	0	0	0	1
ENSG00000179021.5	4	0	3	0	7	0	0	8
ENSG00000173950.11	17	1	7	0	630	0	0	0
ENSG00000260803.1	0	0	0	0	0	0	0	5
ENSG00000246792.2	0	0	0	0	0	0	1	1
ENSG00000204427.7	20	1	6	0	54	0	0	0
ENSG00000263975.1	0	0	0	0	0	0	0	1
ENSG00000187741.10	106	0	14	0	384	0	0	0
ENSG00000200278.1	0	0	0	0	0	0	2	0
ENSG00000178096.8	0	0	0	0	5	0	0	0
ENSG00000167359.8	1	0	0	0	0	0	0	0
ENSG00000148408.8	0	0	0	0	16	0	0	0
ENSG00000166689.10	44	2	21	0	971	0	0	0
ENSG00000138686.5	0	1	2	0	23	0	0	0
ENSG00000172613.3	8	1	3	0	15	0	0	0
ENSG00000233128.1	0	0	0	0	0	0	0	1
ENSG00000260865.1	0	0	0	0	0	0	5	0
ENSG00000203497.2	0	0	0	0	0	0	2	6
ENSG00000259205.2	0	0	0	0	0	0	4	4
ENSG00000270113.1	0	0	0	0	0	0	5	0
ENSG00000189430.8	0	0	0	0	1	0	0	0
ENSG00000197779.9	1	0	7	0	47	0	0	0
ENSG00000264546.1	0	0	0	0	0	0	4	0
ENSG00000232498.1	0	0	0	0	0	0	0	14
ENSG00000176973.7	7	4	10	0	2	0	0	0
ENSG00000240521.1	0	0	0	0	0	0	0	1
ENSG00000165388.8	0	0	0	0	1	0	0	0
ENSG00000272689.1	0	0	0	0	0	0	4	0
ENSG00000099991.12	249	11	17	0	1508	0	0	0
ENSG00000115414.14	12889	1769	368	0	2876	0	0	0
ENSG00000264978.1	0	0	0	0	0	0	2	0
ENSG00000177853.10	0	0	0	0	0	0	79	384
ENSG00000234592.1	0	0	0	0	0	0	1	0
ENSG00000229628.1	0	0	0	0	0	0	0	3
ENSG00000128274.11	1	1	0	0	0	0	0	15
ENSG00000135686.8	23	8	1	0	34	0	36	0
ENSG00000126524.5	4	0	2	0	9	0	0	0
ENSG00000135315.7	3	0	0	0	29	0	0	0
ENSG00000169213.6	0	2	20	0	50	0	0	0
ENSG00000233871.1	0	0	0	0	0	0	0	3
ENSG00000144867.7	13	2	26	0	32	0	1	20
ENSG00000053770.7	10	2	3	0	36	0	0	0
ENSG00000128805.10	0	0	0	0	3	0	0	0
ENSG00000174111.8	16	0	4	0	142	0	0	0
ENSG00000120913.19	5	0	10	0	21	0	0	0
ENSG00000260345.1	0	0	0	0	0	0	2	4
ENSG00000116266.6	3	1	1	0	93	0	0	0
ENSG00000257267.1	0	0	0	0	0	0	10	22
ENSG00000176024.12	4	1	0	0	16	0	1	0
ENSG00000239732.2	0	13	0	0	79	0	0	0
ENSG00000177324.9	0	0	0	0	1	0	0	0
ENSG00000163873.5	0	0	1	0	2	0	0	0
ENSG00000205212.3	1	0	3	0	9	0	0	78
ENSG00000179603.13	0	0	0	0	8	0	0	0
ENSG00000250102.1	0	0	0	0	0	0	0	1
ENSG00000183185.5	0	0	0	0	0	0	1	3
ENSG00000189091.8	86	17	41	0	474	0	0	0
ENSG00000129270.11	0	0	0	0	2	0	0	1
ENSG00000272034.1	0	0	0	0	0	0	43	0
ENSG00000207650.1	0	0	0	0	0	0	9	0
ENSG00000200972.1	0	0	0	0	0	0	186	0
ENSG00000267508.1	0	0	0	0	4	0	0	0
ENSG00000167112.7	11	3	11	0	27	0	0	0
ENSG00000227479.1	0	0	0	0	0	0	0	46
ENSG00000230323.1	0	0	0	0	0	0	0	14
ENSG00000179091.4	23	0	2	0	45	0	0	0
ENSG00000142546.9	13	0	0	0	54	0	0	0
ENSG00000109171.10	6	3	4	0	135	0	0	0
ENSG00000177469.12	4	0	12	0	28	0	0	0
ENSG00000237017.1	0	0	0	0	0	0	4	2
ENSG00000221869.4	6	5	1	0	0	0	0	0
ENSG00000074706.9	0	0	0	0	13	0	0	0
ENSG00000257950.3	0	0	0	0	0	0	23	54
ENSG00000270344.1	0	0	0	0	0	0	2	24
ENSG00000128510.6	1	0	0	0	3	0	0	0
ENSG00000118420.12	2	0	0	0	246	0	0	0
ENSG00000040731.6	0	0	0	0	2	0	0	0
ENSG00000228643.1	0	0	0	0	0	0	3	41
ENSG00000229262.1	0	0	0	0	0	0	0	1
ENSG00000084628.5	0	0	0	0	4	0	0	0
ENSG00000239002.2	0	0	0	0	0	0	468	0
ENSG00000187461.5	1	2	0	0	30	0	0	0
ENSG00000179988.9	0	0	2	0	15	0	1	16
ENSG00000116288.8	9	1	0	0	82	0	0	0
ENSG00000140350.11	17	4	8	0	387	0	0	0
ENSG00000120306.5	2	0	2	0	120	0	0	20
ENSG00000117245.8	2	0	0	0	13	0	0	0
ENSG00000239382.6	2	4	0	0	10	0	0	0
ENSG00000272780.1	0	0	0	0	0	0	9	18
ENSG00000227165.3	0	0	0	0	0	0	0	21
ENSG00000088726.11	0	0	0	0	1	0	0	0
ENSG00000152022.7	2	1	5	0	6	0	0	0
ENSG00000249803.1	0	0	0	0	0	0	0	2
ENSG00000273155.1	2	0	0	0	60	0	0	0
ENSG00000225529.2	0	0	0	0	0	0	0	4
ENSG00000273219.1	0	0	0	0	0	0	1	0
ENSG00000081051.3	517	2	11	0	312	0	0	0
ENSG00000143933.12	13	1	12	0	215	0	0	0
ENSG00000238033.1	0	0	0	0	0	0	0	1
ENSG00000207370.1	0	0	0	0	0	0	1	0
ENSG00000101188.4	0	0	0	0	5	0	0	0
ENSG00000229613.1	0	0	0	0	0	0	0	1
ENSG00000255240.1	0	0	0	0	0	0	0	3
ENSG00000234504.2	0	0	0	0	0	0	1	6
ENSG00000269564.1	0	0	0	0	0	0	1	0
ENSG00000166126.6	39	0	14	0	70	0	11	6
ENSG00000138771.10	0	0	0	0	4	0	0	0
ENSG00000179163.11	6	0	2	0	6	0	0	0
ENSG00000236714.1	0	0	0	0	0	0	4	7
ENSG00000230702.1	0	0	0	0	0	0	1	0
ENSG00000248964.2	0	0	0	0	0	0	0	7
ENSG00000188393.4	0	0	0	0	1	0	0	0
ENSG00000182866.12	0	0	0	0	4	0	0	0
ENSG00000249430.1	0	0	0	0	0	0	0	3
ENSG00000271998.1	0	0	0	0	0	0	2	0
ENSG00000160410.10	19	0	0	0	41	0	0	0
ENSG00000109189.8	4	3	16	0	68	0	0	0
ENSG00000177294.6	0	0	0	0	1	0	0	1
ENSG00000198901.9	6	1	3	0	18	0	0	0
ENSG00000025770.14	23	1	7	0	20	0	0	0
ENSG00000203614.3	0	0	0	0	0	0	1	0
ENSG00000087842.6	2	1	0	0	105	0	0	0
ENSG00000040633.8	22	12	1	0	25	0	0	0
ENSG00000117222.9	6	0	5	0	59	0	0	0
ENSG00000151687.10	5	0	0	0	73	0	1	26
ENSG00000228956.4	0	0	0	0	0	0	0	6
ENSG00000164715.5	46	11	48	0	362	0	0	0
ENSG00000236740.2	0	0	0	0	0	0	1	7
ENSG00000260257.1	0	0	0	0	0	0	8	0
ENSG00000244122.2	0	0	0	0	6	0	0	0
ENSG00000138347.11	0	0	0	0	1	0	0	0
ENSG00000231083.1	0	0	0	0	0	0	0	4
ENSG00000268797.1	0	0	0	0	0	0	0	205
ENSG00000091490.6	6	0	1	0	74	0	0	0
ENSG00000147955.12	14	3	30	0	11	0	0	0
ENSG00000171992.8	3	1	3	0	1	0	0	0
ENSG00000257831.1	0	0	0	0	0	0	0	3
ENSG00000165416.10	6	2	50	0	79	0	0	0
ENSG00000099331.9	88	3	13	0	350	0	0	0
ENSG00000225489.2	0	0	0	0	0	0	7	19
ENSG00000123636.13	25	2	1	0	383	0	0	0
ENSG00000263986.1	0	0	0	0	0	0	2	0
ENSG00000178773.10	3	0	0	0	12	0	0	0
ENSG00000273253.1	0	0	0	0	0	0	1	0
ENSG00000196826.7	0	1	6	0	218	0	0	0
ENSG00000230772.1	0	0	0	0	0	0	3	0
ENSG00000265521.1	0	0	0	0	0	0	1	0
ENSG00000099246.12	3	2	16	0	85	0	0	0
ENSG00000273328.1	0	0	0	0	0	0	2	34
ENSG00000240288.3	0	0	0	0	0	0	19	101
ENSG00000092036.12	8	2	0	0	29	0	0	0
ENSG00000261420.1	0	0	0	0	0	0	15	0
ENSG00000271717.1	0	0	0	0	0	0	0	1
ENSG00000170089.11	0	0	0	0	0	0	1	75
ENSG00000227060.2	0	0	0	0	0	0	0	1
ENSG00000110074.6	12	4	3	0	62	0	0	0
ENSG00000078725.8	0	0	0	0	2	0	0	0
ENSG00000261574.1	0	0	0	0	0	0	8	839
ENSG00000184551.4	0	0	0	0	0	0	3	0
ENSG00000252531.1	0	0	0	0	0	0	3	0
ENSG00000127554.12	4	1	14	0	6	0	0	0
ENSG00000270945.1	0	0	0	0	0	0	1	0
ENSG00000094914.8	18	0	0	0	29	0	0	0
ENSG00000179930.5	1	0	2	0	3	0	0	0
ENSG00000238231.2	0	0	0	0	0	0	1	0
ENSG00000186283.9	7	0	4	0	55	0	0	0
ENSG00000251435.1	0	0	0	0	0	0	1	0
ENSG00000108559.7	10	1	1	0	72	0	1	52
ENSG00000132274.11	2	0	1	0	6	0	0	0
ENSG00000202198.1	0	0	0	0	0	0	10610	0
ENSG00000185630.14	0	0	1	0	3	0	0	0
ENSG00000205643.6	0	0	1	0	10	0	0	0
ENSG00000257512.1	0	0	0	0	0	0	1	0
ENSG00000112640.10	18	0	12	0	66	0	0	0
ENSG00000267504.1	0	0	0	0	0	0	6	0
ENSG00000165821.7	5	1	4	0	0	0	0	0
ENSG00000204305.9	18	3	1	0	8	0	0	0
ENSG00000251002.3	0	0	0	0	0	0	0	3
ENSG00000254685.2	2	0	4	0	3	0	0	11
ENSG00000232224.1	0	0	0	0	0	0	7	1
ENSG00000101158.8	69	0	13	0	96	0	0	0
ENSG00000177191.2	2	1	2	0	3	0	0	0
ENSG00000088367.16	37	7	37	0	288	0	0	0
ENSG00000006210.6	49	34	118	0	60	0	0	0
ENSG00000133958.9	0	2	0	0	17	0	0	0
ENSG00000023697.8	2	1	1	0	141	0	0	0
ENSG00000247315.2	0	0	0	0	0	0	24	15
ENSG00000137841.7	0	0	0	0	2	0	0	0
ENSG00000237161.3	0	0	0	0	0	0	1	0
ENSG00000225938.1	0	0	0	0	0	0	1	0
ENSG00000133818.8	4	11	1	0	271	0	0	0
ENSG00000106976.14	5	1	3	0	45	0	0	0
ENSG00000261783.1	0	0	0	0	0	0	1	10
ENSG00000108100.13	14	3	16	0	1405	0	0	0
ENSG00000226758.1	0	0	0	0	0	0	3	45
ENSG00000213411.2	0	0	0	0	0	0	1	0
ENSG00000269894.1	0	0	0	0	0	0	2	0
ENSG00000189339.7	12	1	37	0	164	0	0	0
ENSG00000148396.14	157	6	18	0	228	0	0	0
ENSG00000255670.1	0	0	0	0	0	0	0	2
ENSG00000164109.9	3	0	2	0	1	0	0	0
ENSG00000230797.2	2	3	0	0	0	0	0	0
ENSG00000238556.1	0	0	0	0	0	0	2	0
ENSG00000161328.10	10	1	1	0	27	0	0	0
ENSG00000265361.1	0	0	0	0	0	0	1	0
ENSG00000163581.9	6	2	5	0	64	0	0	0
ENSG00000251169.2	0	0	0	0	0	0	3	1
ENSG00000242251.2	0	0	0	0	0	0	1	0
ENSG00000176082.5	0	0	0	0	0	0	1	0
ENSG00000117143.9	6	3	1	0	109	0	0	0
ENSG00000156876.8	6	0	1	0	42	0	0	0
ENSG00000207585.1	0	0	0	0	0	0	2	0
ENSG00000137558.3	0	0	0	0	1	0	0	0
ENSG00000211683.3	0	0	0	0	0	0	1	8
ENSG00000205534.5	0	0	0	0	0	0	7	124
ENSG00000075407.13	14	4	59	0	72	0	0	0
ENSG00000254100.1	0	0	0	0	0	0	5	10
ENSG00000205339.5	28	6	19	0	637	0	0	0
ENSG00000248858.3	0	0	0	0	0	0	1	20
ENSG00000123268.4	2	0	3	0	107	0	0	0
ENSG00000229057.1	0	0	0	0	0	0	1	1
ENSG00000188223.9	0	0	0	0	0	0	4	19
ENSG00000261396.1	0	0	0	0	0	0	1	2
ENSG00000137486.12	13	2	30	0	705	0	0	0
ENSG00000100221.6	8	10	18	0	40	0	0	0
ENSG00000196275.9	0	0	0	0	9	0	0	0
ENSG00000249055.1	0	0	0	0	0	0	1	0
ENSG00000227210.1	0	0	0	0	0	0	0	2
ENSG00000214597.4	5	1	0	0	2	0	1	0
ENSG00000203809.5	0	0	0	0	0	0	0	1
ENSG00000025796.9	47	12	30	0	468	0	0	0
ENSG00000101150.13	23	5	57	0	830	0	0	0
ENSG00000174405.9	4	0	1	0	20	0	0	0
ENSG00000100926.10	68	23	4	0	240	0	0	0
ENSG00000268964.1	0	0	0	0	1	0	0	0
ENSG00000109943.4	0	0	0	0	1	0	0	0
ENSG00000204771.5	0	0	0	0	0	0	0	2
ENSG00000140832.5	8	0	2	0	5	0	0	0
ENSG00000187837.2	38	3	2	0	0	0	0	0
ENSG00000267238.1	0	0	0	0	0	0	0	1
ENSG00000228672.2	17	3	0	0	0	0	0	0
ENSG00000247572.3	0	0	0	0	0	0	12	214
ENSG00000248338.1	0	0	0	0	0	0	0	1
ENSG00000102401.15	7	16	16	0	11	0	0	0
ENSG00000171595.9	0	0	0	0	1	0	0	0
ENSG00000213188.3	0	0	0	0	0	0	3	0
ENSG00000086827.4	6	0	0	0	42	0	0	0
ENSG00000224959.1	0	0	0	0	0	0	4	12
ENSG00000259402.1	0	0	0	0	0	0	2	2
ENSG00000146151.8	0	0	0	0	4	0	0	0
ENSG00000254463.1	0	0	0	0	0	0	2	0
ENSG00000236039.1	0	0	0	0	0	0	0	3
ENSG00000269430.1	12	0	28	0	0	0	0	0
ENSG00000205213.9	38	36	16	0	594	0	0	0
ENSG00000130770.13	5	1	20	0	1	0	0	0
ENSG00000197165.6	15	51	0	0	62	0	0	0
ENSG00000078081.3	1	0	0	0	0	0	0	0
ENSG00000145990.6	4	3	4	0	140	0	0	0
ENSG00000230747.1	0	0	0	0	0	0	1	10
ENSG00000212998.1	1	0	0	0	0	0	0	0
ENSG00000241159.2	0	0	0	0	0	0	2	0
ENSG00000225369.1	0	0	0	0	0	0	1	0
ENSG00000109205.12	14	0	1	0	21	0	0	0
ENSG00000107643.11	4	6	6	0	271	0	0	0
ENSG00000115353.6	0	0	0	0	2	0	0	0
ENSG00000101161.6	94	0	6	0	310	0	0	0
ENSG00000227355.1	0	0	0	0	0	0	0	13
ENSG00000267283.1	0	0	0	0	0	0	5	0
ENSG00000141068.9	37	3	20	0	625	0	0	0
ENSG00000112531.12	28	35	67	0	510	0	2	0
ENSG00000224187.1	0	0	0	0	0	0	0	2
ENSG00000168122.4	0	0	0	0	0	0	0	1
ENSG00000261537.1	0	0	0	0	0	0	6	42
ENSG00000163106.6	0	0	0	0	1	0	0	0
ENSG00000147316.8	13	0	0	0	533	0	0	0
ENSG00000153046.13	14	5	1	0	649	0	0	0
ENSG00000249694.2	0	0	0	0	0	0	0	1
ENSG00000095906.12	15	0	8	0	29	0	0	0
ENSG00000249516.1	0	0	0	0	0	0	1	0
ENSG00000214919.2	0	0	1	0	0	0	0	0
ENSG00000266930.2	0	0	0	0	0	0	1	1
ENSG00000119487.12	10	11	10	0	473	0	0	0
ENSG00000083099.6	0	1	6	0	2	0	0	2
ENSG00000237499.2	0	0	0	0	0	0	5	7
ENSG00000165650.7	17	3	10	0	226	0	0	0
ENSG00000260583.1	0	0	0	0	0	0	5	0
ENSG00000149735.2	1	1	1	0	1	0	0	0
ENSG00000176834.9	5	1	8	0	72	0	4	133
ENSG00000122254.6	0	0	0	0	3	0	0	0
ENSG00000115540.10	4	3	9	0	111	0	0	0
ENSG00000267623.2	0	0	0	0	0	0	0	3
ENSG00000237940.3	0	0	0	0	0	0	0	1
ENSG00000214021.11	100	115	12	0	204	0	0	0
ENSG00000204304.7	48	12	24	0	35	0	0	0
ENSG00000149646.8	0	0	0	0	2	0	0	0
ENSG00000213614.5	20	0	13	0	145	0	0	0
ENSG00000147604.9	17	6	2	0	10	0	0	0
ENSG00000260708.1	0	0	0	0	0	0	6	0
ENSG00000108641.10	11	1	2	0	95	0	0	0
ENSG00000248165.1	0	0	0	0	0	0	0	1
ENSG00000229404.1	0	0	0	0	0	0	0	1
ENSG00000261402.1	0	0	0	0	0	0	1	0
ENSG00000177338.9	0	0	0	0	0	0	0	16
ENSG00000261879.1	0	0	0	0	0	0	0	20
ENSG00000065268.6	26	0	2	0	63	0	0	3
ENSG00000254891.1	0	0	0	0	0	0	1	0
ENSG00000234769.4	0	0	0	0	6	0	0	0
ENSG00000170571.7	0	0	1	0	1	0	0	0
ENSG00000237273.1	0	0	0	0	0	0	2	0
ENSG00000167258.9	125	33	33	0	374	0	7	33
ENSG00000260274.1	0	0	0	0	0	0	2	0
ENSG00000174307.5	3	8	5	0	13	0	0	0
ENSG00000013563.9	3	5	2	0	8	0	0	0
ENSG00000172339.9	3	0	12	0	138	0	0	0
ENSG00000158815.6	6	10	1	0	27	0	0	0
ENSG00000219409.2	0	0	0	0	0	0	5	0
ENSG00000165490.8	1	1	0	0	6	0	0	0
ENSG00000273407.1	0	0	0	0	0	0	1	0
ENSG00000154429.6	3	0	7	0	24	0	1	0
ENSG00000204387.8	11	1110	0	0	160	0	0	0
ENSG00000226849.1	0	0	0	0	0	0	1	3
ENSG00000114859.10	16	5	3	0	54	0	0	0
ENSG00000007545.11	67	0	36	0	274	0	0	0
ENSG00000100605.12	5	4	13	0	305	0	0	0
ENSG00000132386.6	236	64	15	0	244	0	0	0
ENSG00000260223.1	0	0	0	0	0	0	0	1
ENSG00000078900.10	1	0	0	0	66	0	0	0
ENSG00000178209.10	520	10	50	0	318	0	0	0
ENSG00000244378.1	0	0	0	0	0	0	3	0
ENSG00000180190.7	9	7	11	0	195	0	0	0
ENSG00000236383.3	0	0	0	0	0	0	1	7
ENSG00000163964.9	3	1	4	0	13	0	0	0
ENSG00000185008.13	0	0	0	0	21	0	0	0
ENSG00000103510.15	38	2	6	0	140	0	0	0
ENSG00000165795.16	9	18	11	0	49	0	0	0
ENSG00000157578.9	0	0	0	0	7	0	0	0
ENSG00000272911.1	0	0	0	0	0	0	1	1
ENSG00000263335.1	0	0	0	0	0	0	3	13
ENSG00000135476.7	9	0	0	0	10	0	0	0
ENSG00000074071.9	9	0	7	0	2	0	0	0
ENSG00000133067.13	1	0	0	0	0	0	0	0
ENSG00000136518.12	1	1	1	0	37	0	0	0
ENSG00000042781.8	0	0	0	0	14	0	0	0
ENSG00000226721.2	0	0	0	0	0	0	2	0
ENSG00000059691.7	7	0	3	0	98	0	0	0
ENSG00000167536.9	6	0	0	0	11	0	0	0
ENSG00000123200.12	80	5	4	0	167	0	0	0
ENSG00000176222.7	1	0	0	0	3	0	0	6
ENSG00000225383.2	0	0	0	0	0	0	0	2
ENSG00000109107.9	3	2	2	0	1	0	0	0
ENSG00000135722.4	12	1	7	0	10	0	0	0
ENSG00000102081.9	19	5	8	0	134	0	0	0
ENSG00000163513.13	173	95	147	0	3134	0	0	0
ENSG00000196220.11	1	0	0	0	60	0	2	106
ENSG00000145041.11	13	2	10	0	180	0	0	0
ENSG00000106070.13	14	9	10	0	464	0	0	0
ENSG00000138468.11	5	2	2	0	165	0	0	0
ENSG00000229083.1	0	0	0	0	0	0	0	1
ENSG00000112306.7	61	31	0	0	3352	0	0	0
ENSG00000228716.2	0	1	3	0	375	0	0	0
ENSG00000201965.1	0	0	0	0	0	0	1	0
ENSG00000196584.2	3	0	3	0	24	0	4	0
ENSG00000065883.10	65	14	4	0	532	0	0	0
ENSG00000262745.1	0	0	0	0	0	0	0	1
ENSG00000214626.2	0	0	0	0	0	0	4	0
ENSG00000129472.8	4	2	28	0	102	0	0	0
ENSG00000143028.7	0	1	4	0	5	0	0	0
ENSG00000104369.4	0	0	0	0	3	0	0	0
ENSG00000184584.8	0	0	1	0	5	0	1	0
ENSG00000184925.7	1	0	1	0	19	0	0	10
ENSG00000122512.10	4	2	0	0	18	0	0	0
ENSG00000196739.10	1029	24	147	0	2808	0	0	0
ENSG00000163655.11	10	1	22	0	157	0	0	0
ENSG00000253500.1	0	0	0	0	0	0	0	1
ENSG00000206341.6	0	0	0	0	0	0	13	6
ENSG00000231701.1	0	0	0	0	0	0	0	1
ENSG00000184056.10	11	2	0	0	20	0	0	0
ENSG00000230404.1	0	0	0	0	0	0	0	1
ENSG00000235958.1	0	0	0	0	0	0	0	1
ENSG00000152284.4	0	0	2	0	7	0	0	0
ENSG00000231500.2	52	6	0	0	83	0	0	0
ENSG00000270019.1	0	0	0	0	0	0	7	0
ENSG00000117395.6	6	1	0	0	16	0	0	1
ENSG00000136811.12	42	3	3	0	71	0	0	0
ENSG00000249593.2	0	0	0	0	0	0	0	1
ENSG00000212534.1	0	0	0	0	0	0	55	0
ENSG00000212182.1	0	0	0	0	0	0	2	0
ENSG00000243446.2	0	0	0	0	0	0	1	0
ENSG00000167264.13	4	6	2	0	229	0	0	0
ENSG00000162961.9	2	4	1	0	54	0	11	938
ENSG00000261069.2	0	0	0	0	0	0	55	0
ENSG00000213516.5	7	4	14	0	28	0	0	0
ENSG00000236356.1	0	0	0	0	0	0	0	1
ENSG00000181577.11	3	0	2	0	0	0	0	0
ENSG00000120837.3	1	1	2	0	13	0	0	0
ENSG00000168427.7	1	0	1	0	4	0	0	0
ENSG00000010803.12	40	9	18	0	1289	0	0	0
ENSG00000087995.11	1	0	12	0	40	0	0	0
ENSG00000251013.1	0	0	0	0	0	0	8	0
ENSG00000140015.15	0	0	0	0	6	0	0	0
ENSG00000172318.4	0	0	2	0	3	0	0	0
ENSG00000088881.16	14	5	6	0	173	0	0	0
ENSG00000166589.8	16	2	0	0	9	0	0	0
ENSG00000201600.1	0	0	0	0	0	0	1	0
ENSG00000084112.10	17	4	17	0	160	0	0	0
ENSG00000137628.12	0	0	0	0	2	0	0	0
ENSG00000261052.1	0	31	2	0	2	0	0	0
